chromosome	chrom	start0	end	cluster_id	seq_id	width	strand
SUPER_1	SUPER_1	71342	71530	cluster_21493	mistletoe_SUPER_1_TRASH_000000379	188	-
SUPER_1	SUPER_1	73982	74170	cluster_21493	mistletoe_SUPER_1_TRASH_000000393	188	-
SUPER_1	SUPER_1	76621	76809	cluster_21493	mistletoe_SUPER_1_TRASH_000000407	188	-
SUPER_1	SUPER_1	79261	79449	cluster_21493	mistletoe_SUPER_1_TRASH_000000421	188	-
SUPER_1	SUPER_1	81902	82090	cluster_21493	mistletoe_SUPER_1_TRASH_000000435	188	-
SUPER_1	SUPER_1	84544	84732	cluster_21493	mistletoe_SUPER_1_TRASH_000000449	188	-
SUPER_1	SUPER_1	87183	87371	cluster_21493	mistletoe_SUPER_1_TRASH_000000463	188	-
SUPER_1	SUPER_1	89822	90010	cluster_21493	mistletoe_SUPER_1_TRASH_000000477	188	-
SUPER_1	SUPER_1	92461	92649	cluster_21493	mistletoe_SUPER_1_TRASH_000000491	188	-
SUPER_1	SUPER_1	95102	95290	cluster_21493	mistletoe_SUPER_1_TRASH_000000505	188	-
SUPER_1	SUPER_1	97744	97932	cluster_21493	mistletoe_SUPER_1_TRASH_000000519	188	-
SUPER_1	SUPER_1	100383	100571	cluster_21493	mistletoe_SUPER_1_TRASH_000000533	188	-
SUPER_1	SUPER_1	103023	103211	cluster_21493	mistletoe_SUPER_1_TRASH_000000547	188	-
SUPER_1	SUPER_1	105664	105852	cluster_21493	mistletoe_SUPER_1_TRASH_000000561	188	-
SUPER_1	SUPER_1	108304	108492	cluster_21493	mistletoe_SUPER_1_TRASH_000000575	188	-
SUPER_1	SUPER_1	110943	111131	cluster_21493	mistletoe_SUPER_1_TRASH_000000589	188	-
SUPER_1	SUPER_1	113583	113771	cluster_21493	mistletoe_SUPER_1_TRASH_000000603	188	-
SUPER_1	SUPER_1	116224	116412	cluster_21493	mistletoe_SUPER_1_TRASH_000000617	188	-
SUPER_1	SUPER_1	118864	119052	cluster_21493	mistletoe_SUPER_1_TRASH_000000631	188	-
SUPER_1	SUPER_1	121507	121695	cluster_21493	mistletoe_SUPER_1_TRASH_000000645	188	-
SUPER_1	SUPER_1	124146	124334	cluster_21493	mistletoe_SUPER_1_TRASH_000000659	188	-
SUPER_1	SUPER_1	126786	126974	cluster_21493	mistletoe_SUPER_1_TRASH_000000673	188	-
SUPER_1	SUPER_1	129425	129613	cluster_21493	mistletoe_SUPER_1_TRASH_000000687	188	-
SUPER_1	SUPER_1	132065	132253	cluster_21493	mistletoe_SUPER_1_TRASH_000000701	188	-
SUPER_1	SUPER_1	134704	134892	cluster_21493	mistletoe_SUPER_1_TRASH_000000715	188	-
SUPER_1	SUPER_1	137344	137532	cluster_21493	mistletoe_SUPER_1_TRASH_000000729	188	-
SUPER_1	SUPER_1	139983	140171	cluster_21493	mistletoe_SUPER_1_TRASH_000000743	188	-
SUPER_1	SUPER_1	142623	142811	cluster_21493	mistletoe_SUPER_1_TRASH_000000757	188	-
SUPER_1	SUPER_1	145263	145451	cluster_21493	mistletoe_SUPER_1_TRASH_000000771	188	-
SUPER_1	SUPER_1	147903	148091	cluster_21493	mistletoe_SUPER_1_TRASH_000000785	188	-
SUPER_1	SUPER_1	150542	150730	cluster_21493	mistletoe_SUPER_1_TRASH_000000799	188	-
SUPER_1	SUPER_1	153181	153369	cluster_21493	mistletoe_SUPER_1_TRASH_000000813	188	-
SUPER_1	SUPER_1	155825	156013	cluster_21493	mistletoe_SUPER_1_TRASH_000000827	188	-
SUPER_1	SUPER_1	158465	158653	cluster_21493	mistletoe_SUPER_1_TRASH_000000841	188	-
SUPER_1	SUPER_1	161111	161299	cluster_21493	mistletoe_SUPER_1_TRASH_000000855	188	-
SUPER_1	SUPER_1	163752	163940	cluster_21493	mistletoe_SUPER_1_TRASH_000000869	188	-
SUPER_1	SUPER_1	166393	166581	cluster_21493	mistletoe_SUPER_1_TRASH_000000883	188	-
SUPER_1	SUPER_1	169034	169222	cluster_21493	mistletoe_SUPER_1_TRASH_000000897	188	-
SUPER_1	SUPER_1	171675	171863	cluster_21493	mistletoe_SUPER_1_TRASH_000000911	188	-
SUPER_1	SUPER_1	174314	174502	cluster_21493	mistletoe_SUPER_1_TRASH_000000925	188	-
SUPER_1	SUPER_1	176954	177142	cluster_21493	mistletoe_SUPER_1_TRASH_000000939	188	-
SUPER_1	SUPER_1	179593	179781	cluster_21493	mistletoe_SUPER_1_TRASH_000000953	188	-
SUPER_1	SUPER_1	182233	182421	cluster_21493	mistletoe_SUPER_1_TRASH_000000967	188	-
SUPER_1	SUPER_1	184873	185061	cluster_21493	mistletoe_SUPER_1_TRASH_000000981	188	-
SUPER_1	SUPER_1	187513	187701	cluster_21493	mistletoe_SUPER_1_TRASH_000000995	188	-
SUPER_1	SUPER_1	190153	190341	cluster_21493	mistletoe_SUPER_1_TRASH_000001009	188	-
SUPER_1	SUPER_1	192792	192980	cluster_21493	mistletoe_SUPER_1_TRASH_000001023	188	-
SUPER_1	SUPER_1	195431	195619	cluster_21493	mistletoe_SUPER_1_TRASH_000001037	188	-
SUPER_1	SUPER_1	198070	198258	cluster_21493	mistletoe_SUPER_1_TRASH_000001051	188	-
SUPER_1	SUPER_1	200709	200897	cluster_21493	mistletoe_SUPER_1_TRASH_000001065	188	-
SUPER_1	SUPER_1	203348	203536	cluster_21493	mistletoe_SUPER_1_TRASH_000001079	188	-
SUPER_1	SUPER_1	205987	206175	cluster_21493	mistletoe_SUPER_1_TRASH_000001093	188	-
SUPER_1	SUPER_1	208626	208814	cluster_21493	mistletoe_SUPER_1_TRASH_000001107	188	-
SUPER_1	SUPER_1	211266	211454	cluster_21493	mistletoe_SUPER_1_TRASH_000001121	188	-
SUPER_1	SUPER_1	213908	214096	cluster_21493	mistletoe_SUPER_1_TRASH_000001135	188	-
SUPER_1	SUPER_1	216551	216739	cluster_21493	mistletoe_SUPER_1_TRASH_000001149	188	-
SUPER_1	SUPER_1	219190	219378	cluster_21493	mistletoe_SUPER_1_TRASH_000001163	188	-
SUPER_1	SUPER_1	221831	222019	cluster_21493	mistletoe_SUPER_1_TRASH_000001177	188	-
SUPER_1	SUPER_1	224474	224662	cluster_21493	mistletoe_SUPER_1_TRASH_000001191	188	-
SUPER_1	SUPER_1	227115	227303	cluster_21493	mistletoe_SUPER_1_TRASH_000001205	188	-
SUPER_1	SUPER_1	229758	229946	cluster_21493	mistletoe_SUPER_1_TRASH_000001219	188	-
SUPER_1	SUPER_1	232398	232586	cluster_21493	mistletoe_SUPER_1_TRASH_000001233	188	-
SUPER_1	SUPER_1	235037	235225	cluster_21493	mistletoe_SUPER_1_TRASH_000001247	188	-
SUPER_1	SUPER_1	237678	237866	cluster_21493	mistletoe_SUPER_1_TRASH_000001261	188	-
SUPER_1	SUPER_1	240318	240506	cluster_21493	mistletoe_SUPER_1_TRASH_000001275	188	-
SUPER_1	SUPER_1	242958	243146	cluster_21493	mistletoe_SUPER_1_TRASH_000001289	188	-
SUPER_1	SUPER_1	245599	245787	cluster_21493	mistletoe_SUPER_1_TRASH_000001303	188	-
SUPER_1	SUPER_1	248240	248428	cluster_21493	mistletoe_SUPER_1_TRASH_000001317	188	-
SUPER_1	SUPER_1	250882	251070	cluster_21493	mistletoe_SUPER_1_TRASH_000001331	188	-
SUPER_1	SUPER_1	253521	253709	cluster_21493	mistletoe_SUPER_1_TRASH_000001345	188	-
SUPER_1	SUPER_1	256160	256348	cluster_21493	mistletoe_SUPER_1_TRASH_000001359	188	-
SUPER_1	SUPER_1	258799	258987	cluster_21493	mistletoe_SUPER_1_TRASH_000001373	188	-
SUPER_1	SUPER_1	261439	261627	cluster_21493	mistletoe_SUPER_1_TRASH_000001387	188	-
SUPER_1	SUPER_1	264078	264266	cluster_21493	mistletoe_SUPER_1_TRASH_000001401	188	-
SUPER_1	SUPER_1	266718	266906	cluster_21493	mistletoe_SUPER_1_TRASH_000001415	188	-
SUPER_1	SUPER_1	269358	269546	cluster_21493	mistletoe_SUPER_1_TRASH_000001429	188	-
SUPER_1	SUPER_1	271998	272186	cluster_21493	mistletoe_SUPER_1_TRASH_000001443	188	-
SUPER_1	SUPER_1	274640	274828	cluster_21493	mistletoe_SUPER_1_TRASH_000001457	188	-
SUPER_1	SUPER_1	277281	277469	cluster_21493	mistletoe_SUPER_1_TRASH_000001471	188	-
SUPER_1	SUPER_1	279920	280108	cluster_21493	mistletoe_SUPER_1_TRASH_000001485	188	-
SUPER_1	SUPER_1	282560	282748	cluster_21493	mistletoe_SUPER_1_TRASH_000001499	188	-
SUPER_1	SUPER_1	285200	285388	cluster_21493	mistletoe_SUPER_1_TRASH_000001513	188	-
SUPER_1	SUPER_1	287840	288028	cluster_21493	mistletoe_SUPER_1_TRASH_000001527	188	-
SUPER_1	SUPER_1	290482	290670	cluster_21493	mistletoe_SUPER_1_TRASH_000001541	188	-
SUPER_1	SUPER_1	293123	293311	cluster_21493	mistletoe_SUPER_1_TRASH_000001555	188	-
SUPER_1	SUPER_1	295764	295952	cluster_21493	mistletoe_SUPER_1_TRASH_000001569	188	-
SUPER_1	SUPER_1	298405	298593	cluster_21493	mistletoe_SUPER_1_TRASH_000001583	188	-
SUPER_1	SUPER_1	301046	301234	cluster_21493	mistletoe_SUPER_1_TRASH_000001597	188	-
SUPER_1	SUPER_1	303688	303876	cluster_21493	mistletoe_SUPER_1_TRASH_000001611	188	-
SUPER_1	SUPER_1	306329	306517	cluster_21493	mistletoe_SUPER_1_TRASH_000001625	188	-
SUPER_1	SUPER_1	308969	309157	cluster_21493	mistletoe_SUPER_1_TRASH_000001639	188	-
SUPER_1	SUPER_1	311609	311797	cluster_21493	mistletoe_SUPER_1_TRASH_000001653	188	-
SUPER_1	SUPER_1	314249	314437	cluster_21493	mistletoe_SUPER_1_TRASH_000001667	188	-
SUPER_1	SUPER_1	316889	317077	cluster_21493	mistletoe_SUPER_1_TRASH_000001681	188	-
SUPER_1	SUPER_1	319528	319716	cluster_21493	mistletoe_SUPER_1_TRASH_000001695	188	-
SUPER_1	SUPER_1	322168	322356	cluster_21493	mistletoe_SUPER_1_TRASH_000001709	188	-
SUPER_1	SUPER_1	324808	324996	cluster_21493	mistletoe_SUPER_1_TRASH_000001723	188	-
SUPER_1	SUPER_1	327447	327635	cluster_21493	mistletoe_SUPER_1_TRASH_000001737	188	-
SUPER_1	SUPER_1	330090	330278	cluster_21493	mistletoe_SUPER_1_TRASH_000001751	188	-
SUPER_1	SUPER_1	332729	332917	cluster_21493	mistletoe_SUPER_1_TRASH_000001765	188	-
SUPER_1	SUPER_1	335369	335557	cluster_21493	mistletoe_SUPER_1_TRASH_000001779	188	-
SUPER_1	SUPER_1	338011	338199	cluster_21493	mistletoe_SUPER_1_TRASH_000001793	188	-
SUPER_1	SUPER_1	340651	340839	cluster_21493	mistletoe_SUPER_1_TRASH_000001807	188	-
SUPER_1	SUPER_1	343292	343480	cluster_21493	mistletoe_SUPER_1_TRASH_000001821	188	-
SUPER_1	SUPER_1	345932	346120	cluster_21493	mistletoe_SUPER_1_TRASH_000001835	188	-
SUPER_1	SUPER_1	348571	348759	cluster_21493	mistletoe_SUPER_1_TRASH_000001849	188	-
SUPER_1	SUPER_1	351211	351399	cluster_21493	mistletoe_SUPER_1_TRASH_000001863	188	-
SUPER_1	SUPER_1	353850	354038	cluster_21493	mistletoe_SUPER_1_TRASH_000001877	188	-
SUPER_1	SUPER_1	356490	356678	cluster_21493	mistletoe_SUPER_1_TRASH_000001891	188	-
SUPER_1	SUPER_1	359132	359320	cluster_21493	mistletoe_SUPER_1_TRASH_000001905	188	-
SUPER_1	SUPER_1	361773	361961	cluster_21493	mistletoe_SUPER_1_TRASH_000001919	188	-
SUPER_1	SUPER_1	364417	364605	cluster_21493	mistletoe_SUPER_1_TRASH_000001933	188	-
SUPER_1	SUPER_1	367060	367248	cluster_21493	mistletoe_SUPER_1_TRASH_000001947	188	-
SUPER_1	SUPER_1	369701	369889	cluster_21493	mistletoe_SUPER_1_TRASH_000001961	188	-
SUPER_1	SUPER_1	372342	372530	cluster_21493	mistletoe_SUPER_1_TRASH_000001975	188	-
SUPER_1	SUPER_1	374986	375174	cluster_21493	mistletoe_SUPER_1_TRASH_000001989	188	-
SUPER_1	SUPER_1	377628	377816	cluster_21493	mistletoe_SUPER_1_TRASH_000002003	188	-
SUPER_1	SUPER_1	380270	380455	cluster_21493	mistletoe_SUPER_1_TRASH_000002017	185	-
SUPER_1	SUPER_1	382906	383094	cluster_21493	mistletoe_SUPER_1_TRASH_000002031	188	-
SUPER_1	SUPER_1	385548	385736	cluster_21493	mistletoe_SUPER_1_TRASH_000002045	188	-
SUPER_1	SUPER_1	388190	388378	cluster_21493	mistletoe_SUPER_1_TRASH_000002059	188	-
SUPER_1	SUPER_1	390832	391020	cluster_21493	mistletoe_SUPER_1_TRASH_000002073	188	-
SUPER_1	SUPER_1	393472	393660	cluster_21493	mistletoe_SUPER_1_TRASH_000002087	188	-
SUPER_1	SUPER_1	396114	396302	cluster_21493	mistletoe_SUPER_1_TRASH_000002101	188	-
SUPER_1	SUPER_1	398758	398946	cluster_21493	mistletoe_SUPER_1_TRASH_000002115	188	-
SUPER_1	SUPER_1	401400	401588	cluster_21493	mistletoe_SUPER_1_TRASH_000002129	188	-
SUPER_1	SUPER_1	404042	404230	cluster_21493	mistletoe_SUPER_1_TRASH_000002143	188	-
SUPER_1	SUPER_1	406681	406869	cluster_21493	mistletoe_SUPER_1_TRASH_000002157	188	-
SUPER_1	SUPER_1	409320	409508	cluster_21493	mistletoe_SUPER_1_TRASH_000002171	188	-
SUPER_1	SUPER_1	411959	412147	cluster_21493	mistletoe_SUPER_1_TRASH_000002185	188	-
SUPER_1	SUPER_1	414598	414786	cluster_21493	mistletoe_SUPER_1_TRASH_000002199	188	-
SUPER_1	SUPER_1	417237	417425	cluster_21493	mistletoe_SUPER_1_TRASH_000002213	188	-
SUPER_1	SUPER_1	419876	420064	cluster_21493	mistletoe_SUPER_1_TRASH_000002227	188	-
SUPER_1	SUPER_1	422520	422708	cluster_21493	mistletoe_SUPER_1_TRASH_000002241	188	-
SUPER_1	SUPER_1	425164	425352	cluster_21493	mistletoe_SUPER_1_TRASH_000002255	188	-
SUPER_1	SUPER_1	427803	427991	cluster_21493	mistletoe_SUPER_1_TRASH_000002269	188	-
SUPER_1	SUPER_1	430447	430635	cluster_21493	mistletoe_SUPER_1_TRASH_000002283	188	-
SUPER_1	SUPER_1	433091	433279	cluster_21493	mistletoe_SUPER_1_TRASH_000002297	188	-
SUPER_1	SUPER_1	435733	435921	cluster_21493	mistletoe_SUPER_1_TRASH_000002311	188	-
SUPER_1	SUPER_1	438376	438564	cluster_21493	mistletoe_SUPER_1_TRASH_000002325	188	-
SUPER_1	SUPER_1	441017	441205	cluster_21493	mistletoe_SUPER_1_TRASH_000002339	188	-
SUPER_1	SUPER_1	443659	443847	cluster_21493	mistletoe_SUPER_1_TRASH_000002353	188	-
SUPER_1	SUPER_1	446299	446487	cluster_21493	mistletoe_SUPER_1_TRASH_000002367	188	-
SUPER_1	SUPER_1	448939	449127	cluster_21493	mistletoe_SUPER_1_TRASH_000002381	188	-
SUPER_1	SUPER_1	451579	451767	cluster_21493	mistletoe_SUPER_1_TRASH_000002395	188	-
SUPER_1	SUPER_1	454218	454403	cluster_21493	mistletoe_SUPER_1_TRASH_000002409	185	-
SUPER_1	SUPER_1	456854	457042	cluster_21493	mistletoe_SUPER_1_TRASH_000002423	188	-
SUPER_1	SUPER_1	459494	459679	cluster_21493	mistletoe_SUPER_1_TRASH_000002437	185	-
SUPER_1	SUPER_1	462127	462315	cluster_21493	mistletoe_SUPER_1_TRASH_000002451	188	-
SUPER_1	SUPER_1	464769	464957	cluster_21493	mistletoe_SUPER_1_TRASH_000002465	188	-
SUPER_1	SUPER_1	467412	467600	cluster_21493	mistletoe_SUPER_1_TRASH_000002479	188	-
SUPER_1	SUPER_1	470052	470237	cluster_21493	mistletoe_SUPER_1_TRASH_000002493	185	-
SUPER_1	SUPER_1	472686	472871	cluster_21493	mistletoe_SUPER_1_TRASH_000002507	185	-
SUPER_1	SUPER_1	475323	475511	cluster_21493	mistletoe_SUPER_1_TRASH_000002521	188	-
SUPER_1	SUPER_1	477963	478148	cluster_21493	mistletoe_SUPER_1_TRASH_000002535	185	-
SUPER_1	SUPER_1	480599	480787	cluster_21493	mistletoe_SUPER_1_TRASH_000002549	188	-
SUPER_1	SUPER_1	483239	483424	cluster_21493	mistletoe_SUPER_1_TRASH_000002563	185	-
SUPER_1	SUPER_1	485875	486063	cluster_21493	mistletoe_SUPER_1_TRASH_000002577	188	-
SUPER_1	SUPER_1	488519	488704	cluster_21493	mistletoe_SUPER_1_TRASH_000002591	185	-
SUPER_1	SUPER_1	491156	491344	cluster_21493	mistletoe_SUPER_1_TRASH_000002605	188	-
SUPER_1	SUPER_1	493795	493980	cluster_21493	mistletoe_SUPER_1_TRASH_000002619	185	-
SUPER_1	SUPER_1	496431	496619	cluster_21493	mistletoe_SUPER_1_TRASH_000002633	188	-
SUPER_1	SUPER_1	499071	499256	cluster_21493	mistletoe_SUPER_1_TRASH_000002647	185	-
SUPER_1	SUPER_1	501707	501895	cluster_21493	mistletoe_SUPER_1_TRASH_000002661	188	-
SUPER_1	SUPER_1	504347	504532	cluster_21493	mistletoe_SUPER_1_TRASH_000002675	185	-
SUPER_1	SUPER_1	506985	507173	cluster_21493	mistletoe_SUPER_1_TRASH_000002689	188	-
SUPER_1	SUPER_1	509630	509818	cluster_21493	mistletoe_SUPER_1_TRASH_000002703	188	-
SUPER_1	SUPER_1	512274	512462	cluster_21493	mistletoe_SUPER_1_TRASH_000002717	188	-
SUPER_1	SUPER_1	514917	515105	cluster_21493	mistletoe_SUPER_1_TRASH_000002731	188	-
SUPER_1	SUPER_1	615	805	cluster_22472	mistletoe_SUPER_1_TRASH_000000004	190	-
SUPER_1	SUPER_1	3256	3446	cluster_22472	mistletoe_SUPER_1_TRASH_000000018	190	-
SUPER_1	SUPER_1	5896	6086	cluster_22472	mistletoe_SUPER_1_TRASH_000000032	190	-
SUPER_1	SUPER_1	8537	8727	cluster_22472	mistletoe_SUPER_1_TRASH_000000046	190	-
SUPER_1	SUPER_1	11178	11368	cluster_22472	mistletoe_SUPER_1_TRASH_000000060	190	-
SUPER_1	SUPER_1	13819	14009	cluster_22472	mistletoe_SUPER_1_TRASH_000000074	190	-
SUPER_1	SUPER_1	16459	16649	cluster_22472	mistletoe_SUPER_1_TRASH_000000088	190	-
SUPER_1	SUPER_1	19100	19290	cluster_22472	mistletoe_SUPER_1_TRASH_000000102	190	-
SUPER_1	SUPER_1	21741	21931	cluster_22472	mistletoe_SUPER_1_TRASH_000000116	190	-
SUPER_1	SUPER_1	24381	24571	cluster_22472	mistletoe_SUPER_1_TRASH_000000130	190	-
SUPER_1	SUPER_1	27023	27213	cluster_22472	mistletoe_SUPER_1_TRASH_000000144	190	-
SUPER_1	SUPER_1	29662	29852	cluster_22472	mistletoe_SUPER_1_TRASH_000000158	190	-
SUPER_1	SUPER_1	32304	32494	cluster_22472	mistletoe_SUPER_1_TRASH_000000172	190	-
SUPER_1	SUPER_1	34945	35135	cluster_22472	mistletoe_SUPER_1_TRASH_000000186	190	-
SUPER_1	SUPER_1	37586	37776	cluster_22472	mistletoe_SUPER_1_TRASH_000000200	190	-
SUPER_1	SUPER_1	40228	40418	cluster_22472	mistletoe_SUPER_1_TRASH_000000214	190	-
SUPER_1	SUPER_1	42870	43060	cluster_22472	mistletoe_SUPER_1_TRASH_000000228	190	-
SUPER_1	SUPER_1	45512	45702	cluster_22472	mistletoe_SUPER_1_TRASH_000000242	190	-
SUPER_1	SUPER_1	48152	48342	cluster_22472	mistletoe_SUPER_1_TRASH_000000256	190	-
SUPER_1	SUPER_1	50786	50976	cluster_22472	mistletoe_SUPER_1_TRASH_000000270	190	-
SUPER_1	SUPER_1	53427	53617	cluster_22472	mistletoe_SUPER_1_TRASH_000000284	190	-
SUPER_1	SUPER_1	56066	56256	cluster_22472	mistletoe_SUPER_1_TRASH_000000298	190	-
SUPER_1	SUPER_1	58705	58895	cluster_22472	mistletoe_SUPER_1_TRASH_000000312	190	-
SUPER_1	SUPER_1	61346	61536	cluster_22472	mistletoe_SUPER_1_TRASH_000000326	190	-
SUPER_1	SUPER_1	63988	64178	cluster_22472	mistletoe_SUPER_1_TRASH_000000340	190	-
SUPER_1	SUPER_1	66627	66817	cluster_22472	mistletoe_SUPER_1_TRASH_000000354	190	-
SUPER_1	SUPER_1	69267	69457	cluster_22472	mistletoe_SUPER_1_TRASH_000000368	190	-
SUPER_1	SUPER_1	71908	72098	cluster_22472	mistletoe_SUPER_1_TRASH_000000382	190	-
SUPER_1	SUPER_1	74548	74738	cluster_22472	mistletoe_SUPER_1_TRASH_000000396	190	-
SUPER_1	SUPER_1	77187	77377	cluster_22472	mistletoe_SUPER_1_TRASH_000000410	190	-
SUPER_1	SUPER_1	79827	80017	cluster_22472	mistletoe_SUPER_1_TRASH_000000424	190	-
SUPER_1	SUPER_1	82468	82658	cluster_22472	mistletoe_SUPER_1_TRASH_000000438	190	-
SUPER_1	SUPER_1	85110	85300	cluster_22472	mistletoe_SUPER_1_TRASH_000000452	190	-
SUPER_1	SUPER_1	87749	87939	cluster_22472	mistletoe_SUPER_1_TRASH_000000466	190	-
SUPER_1	SUPER_1	90388	90578	cluster_22472	mistletoe_SUPER_1_TRASH_000000480	190	-
SUPER_1	SUPER_1	93027	93217	cluster_22472	mistletoe_SUPER_1_TRASH_000000494	190	-
SUPER_1	SUPER_1	95668	95858	cluster_22472	mistletoe_SUPER_1_TRASH_000000508	190	-
SUPER_1	SUPER_1	98310	98500	cluster_22472	mistletoe_SUPER_1_TRASH_000000522	190	-
SUPER_1	SUPER_1	100949	101139	cluster_22472	mistletoe_SUPER_1_TRASH_000000536	190	-
SUPER_1	SUPER_1	103589	103779	cluster_22472	mistletoe_SUPER_1_TRASH_000000550	190	-
SUPER_1	SUPER_1	106230	106420	cluster_22472	mistletoe_SUPER_1_TRASH_000000564	190	-
SUPER_1	SUPER_1	108870	109060	cluster_22472	mistletoe_SUPER_1_TRASH_000000578	190	-
SUPER_1	SUPER_1	111509	111699	cluster_22472	mistletoe_SUPER_1_TRASH_000000592	190	-
SUPER_1	SUPER_1	114149	114339	cluster_22472	mistletoe_SUPER_1_TRASH_000000606	190	-
SUPER_1	SUPER_1	116790	116980	cluster_22472	mistletoe_SUPER_1_TRASH_000000620	190	-
SUPER_1	SUPER_1	119430	119620	cluster_22472	mistletoe_SUPER_1_TRASH_000000634	190	-
SUPER_1	SUPER_1	122073	122263	cluster_22472	mistletoe_SUPER_1_TRASH_000000648	190	-
SUPER_1	SUPER_1	124712	124902	cluster_22472	mistletoe_SUPER_1_TRASH_000000662	190	-
SUPER_1	SUPER_1	127352	127542	cluster_22472	mistletoe_SUPER_1_TRASH_000000676	190	-
SUPER_1	SUPER_1	129991	130181	cluster_22472	mistletoe_SUPER_1_TRASH_000000690	190	-
SUPER_1	SUPER_1	132631	132821	cluster_22472	mistletoe_SUPER_1_TRASH_000000704	190	-
SUPER_1	SUPER_1	135270	135460	cluster_22472	mistletoe_SUPER_1_TRASH_000000718	190	-
SUPER_1	SUPER_1	137910	138100	cluster_22472	mistletoe_SUPER_1_TRASH_000000732	190	-
SUPER_1	SUPER_1	140549	140739	cluster_22472	mistletoe_SUPER_1_TRASH_000000746	190	-
SUPER_1	SUPER_1	143189	143379	cluster_22472	mistletoe_SUPER_1_TRASH_000000760	190	-
SUPER_1	SUPER_1	145829	146019	cluster_22472	mistletoe_SUPER_1_TRASH_000000774	190	-
SUPER_1	SUPER_1	148469	148659	cluster_22472	mistletoe_SUPER_1_TRASH_000000788	190	-
SUPER_1	SUPER_1	151108	151298	cluster_22472	mistletoe_SUPER_1_TRASH_000000802	190	-
SUPER_1	SUPER_1	153747	153937	cluster_22472	mistletoe_SUPER_1_TRASH_000000816	190	-
SUPER_1	SUPER_1	156391	156581	cluster_22472	mistletoe_SUPER_1_TRASH_000000830	190	-
SUPER_1	SUPER_1	159031	159221	cluster_22472	mistletoe_SUPER_1_TRASH_000000844	190	-
SUPER_1	SUPER_1	161677	161867	cluster_22472	mistletoe_SUPER_1_TRASH_000000858	190	-
SUPER_1	SUPER_1	164318	164508	cluster_22472	mistletoe_SUPER_1_TRASH_000000872	190	-
SUPER_1	SUPER_1	166959	167149	cluster_22472	mistletoe_SUPER_1_TRASH_000000886	190	-
SUPER_1	SUPER_1	169600	169790	cluster_22472	mistletoe_SUPER_1_TRASH_000000900	190	-
SUPER_1	SUPER_1	172241	172431	cluster_22472	mistletoe_SUPER_1_TRASH_000000914	190	-
SUPER_1	SUPER_1	174880	175070	cluster_22472	mistletoe_SUPER_1_TRASH_000000928	190	-
SUPER_1	SUPER_1	177520	177710	cluster_22472	mistletoe_SUPER_1_TRASH_000000942	190	-
